時間,縣市,觀測站名,氣溫(℃),最低氣溫(℃),相對溼度(%),風速(m/s),降水量(mm)
2019-01-31,基隆市,彭佳嶼,18.3,13.8,76.0,9.1,0.3
2019-02-1,基隆市,彭佳嶼,14.6,13.5,73.0,7.8,0.0
2019-02-2,基隆市,彭佳嶼,19.7,16.9,79.0,10.4,0.0
2019-02-3,基隆市,彭佳嶼,20.5,17.1,81.0,5.0,0.0
2019-02-4,基隆市,彭佳嶼,16.7,15.2,88.0,10.2,4.0
2019-02-5,基隆市,彭佳嶼,17.4,14.8,87.0,5.9,0.0
2019-02-6,基隆市,彭佳嶼,18.4,14.5,86.0,6.0,0.0
2019-02-7,基隆市,彭佳嶼,17.7,14.4,89.0,6.3,0.0
2019-02-8,基隆市,彭佳嶼,15.8,14.2,85.0,7.8,0.0
2019-02-9,基隆市,彭佳嶼,15.0,13.2,91.0,7.5,4.0
2019-02-10,基隆市,彭佳嶼,15.1,13.6,92.0,7.2,1.3
2019-02-11,基隆市,彭佳嶼,14.3,13.6,92.0,8.4,1.5
2019-02-12,基隆市,彭佳嶼,18.3,15.4,90.0,6.7,1.5
2019-02-13,基隆市,彭佳嶼,16.8,15.4,93.0,7.9,0.9
2019-02-14,基隆市,彭佳嶼,17.3,16.3,91.0,7.0,0.5
2019-02-15,基隆市,彭佳嶼,17.3,16.0,93.0,5.0,0.0
2019-02-16,基隆市,彭佳嶼,15.1,13.4,91.0,8.9,0.5
2019-02-17,基隆市,彭佳嶼,14.8,12.8,89.0,10.7,1.5
2019-02-18,基隆市,彭佳嶼,18.6,16.6,93.0,7.5,28.5
2019-02-19,基隆市,彭佳嶼,18.2,14.9,91.0,5.1,5.1
2019-02-20,基隆市,彭佳嶼,20.4,18.4,92.0,4.2,0.0
2019-02-21,基隆市,彭佳嶼,18.4,16.7,92.0,7.3,0.2
2019-02-22,基隆市,彭佳嶼,15.4,13.4,89.0,7.6,0.0
2019-02-23,基隆市,彭佳嶼,13.3,12.5,79.0,8.1,2.9
2019-02-24,基隆市,彭佳嶼,14.6,13.4,89.0,8.3,26.5
2019-02-25,基隆市,彭佳嶼,16.7,15.9,81.0,7.3,0.0
2019-02-26,基隆市,彭佳嶼,17.1,15.9,77.0,7.6,0.0
2019-02-27,基隆市,彭佳嶼,19.1,17.8,86.0,3.5,0.0
2019-02-28,基隆市,彭佳嶼,16.6,15.3,87.0,6.7,0.5
2019-03-1,基隆市,彭佳嶼,17.5,16.2,86.0,8.0,0.3
2019-03-2,基隆市,彭佳嶼,18.9,17.3,90.0,4.9,0.0
2019-03-3,基隆市,彭佳嶼,17.1,15.9,91.0,5.7,7.4
2019-03-4,基隆市,彭佳嶼,15.9,14.0,74.0,7.1,0.0
2019-03-5,基隆市,彭佳嶼,18.1,14.4,80.0,11.1,0.0
2019-03-6,基隆市,彭佳嶼,16.0,14.3,86.0,8.6,3.1
2019-03-7,基隆市,彭佳嶼,13.6,11.4,75.0,10.0,12.1
2019-03-8,基隆市,彭佳嶼,14.7,11.7,88.0,10.7,15.6
2019-03-9,基隆市,彭佳嶼,18.2,16.7,96.0,5.6,29.9
2019-03-10,基隆市,彭佳嶼,15.7,14.3,84.0,7.6,11.3
2019-03-11,基隆市,彭佳嶼,16.4,15.1,68.0,5.4,0.0
2019-03-12,基隆市,彭佳嶼,20.0,17.4,54.0,5.1,0.0
2019-03-13,基隆市,彭佳嶼,21.5,20.5,55.0,8.8,0.0
2019-03-14,基隆市,彭佳嶼,20.0,15.9,73.0,10.7,0.1
2019-03-15,基隆市,彭佳嶼,16.9,15.2,66.0,7.4,5.5
2019-03-16,基隆市,彭佳嶼,18.7,16.5,55.0,8.1,1.0
2019-03-17,基隆市,彭佳嶼,18.3,17.1,86.0,9.5,14.0
2019-03-18,基隆市,彭佳嶼,19.3,17.5,88.0,6.2,2.9
2019-03-19,基隆市,彭佳嶼,19.6,17.6,78.0,6.6,0.0
2019-03-20,基隆市,彭佳嶼,23.5,21.3,82.0,8.3,0.0
2019-03-21,基隆市,彭佳嶼,24.0,20.4,84.0,6.4,0.0
2019-03-22,基隆市,彭佳嶼,17.7,14.6,86.0,10.8,2.5
2019-03-23,基隆市,彭佳嶼,14.9,13.8,75.0,9.6,2.8
2019-03-24,基隆市,彭佳嶼,16.4,14.1,79.0,9.9,1.0
2019-03-25,基隆市,彭佳嶼,18.3,16.6,89.0,6.5,13.0
2019-03-26,基隆市,彭佳嶼,18.6,16.5,71.0,7.5,0.0
2019-03-27,基隆市,彭佳嶼,22.3,20.5,80.0,6.1,0.0
2019-03-28,基隆市,彭佳嶼,24.2,21.9,80.0,7.6,0.0
2019-03-29,基隆市,彭佳嶼,20.9,19.0,86.0,7.1,5.5
2019-03-30,基隆市,彭佳嶼,20.6,18.8,75.0,6.7,2.5
2019-03-31,基隆市,彭佳嶼,17.5,15.7,69.0,12.0,0.0
2019-04-1,基隆市,彭佳嶼,16.1,14.2,71.0,10.3,3.5
2019-04-2,基隆市,彭佳嶼,19.3,17.3,77.0,8.5,2.0
2019-04-3,基隆市,彭佳嶼,20.2,19.0,89.0,8.9,8.5
2019-04-4,基隆市,彭佳嶼,21.5,19.6,90.0,8.5,0.5
2019-04-5,基隆市,彭佳嶼,20.2,18.5,81.0,5.5,0.0
2019-04-6,基隆市,彭佳嶼,22.3,19.0,78.0,5.3,0.0
2019-04-7,基隆市,彭佳嶼,23.2,21.0,87.0,6.3,0.0
2019-04-8,基隆市,彭佳嶼,25.1,22.3,86.0,5.5,0.0
2019-04-9,基隆市,彭佳嶼,24.6,22.1,87.0,5.4,0.0
2019-04-10,基隆市,彭佳嶼,21.1,17.7,90.0,10.7,0.0
2019-04-11,基隆市,彭佳嶼,19.1,17.3,88.0,7.1,30.4
2019-04-12,基隆市,彭佳嶼,18.6,17.4,73.0,8.1,0.0
2019-04-13,基隆市,彭佳嶼,21.4,18.6,85.0,4.8,5.4
2019-04-14,基隆市,彭佳嶼,21.4,19.9,81.0,6.9,0.0
2019-04-15,基隆市,彭佳嶼,19.9,19.2,64.0,8.5,0.0
2019-04-16,基隆市,彭佳嶼,19.5,18.5,90.0,7.6,29.1
2019-04-17,基隆市,彭佳嶼,21.1,18.7,75.0,5.9,0.0
2019-04-18,基隆市,彭佳嶼,24.5,21.6,75.0,8.3,0.0
2019-04-19,基隆市,彭佳嶼,24.1,22.4,86.0,7.2,0.3
2019-04-20,基隆市,彭佳嶼,23.9,22.0,86.0,2.9,4.3
2019-04-21,基隆市,彭佳嶼,23.8,21.4,89.0,3.0,18.1
2019-04-22,基隆市,彭佳嶼,25.7,24.0,87.0,3.5,1.4
2019-04-23,基隆市,彭佳嶼,25.6,23.4,85.0,4.4,0.0
2019-04-24,基隆市,彭佳嶼,25.9,23.9,86.0,5.1,0.0
2019-04-25,基隆市,彭佳嶼,25.4,23.4,84.0,6.7,0.0
2019-04-26,基隆市,彭佳嶼,23.8,22.0,83.0,6.5,0.0
2019-04-27,基隆市,彭佳嶼,21.9,20.8,82.0,10.9,0.8
2019-04-28,基隆市,彭佳嶼,23.2,21.0,89.0,5.7,0.1
2019-04-29,基隆市,彭佳嶼,24.8,21.1,83.0,3.4,0.0
2019-04-30,基隆市,彭佳嶼,25.2,21.8,85.0,5.7,0.0
2019-05-1,基隆市,彭佳嶼,19.8,17.7,85.0,9.2,56.2
2019-05-2,基隆市,彭佳嶼,21.2,20.0,66.0,7.5,1.4
2019-05-3,基隆市,彭佳嶼,21.8,17.5,60.0,8.1,0.5
2019-05-4,基隆市,彭佳嶼,23.2,22.0,64.0,8.7,16.2
2019-05-5,基隆市,彭佳嶼,24.3,23.1,61.0,7.6,0.0
2019-05-6,基隆市,彭佳嶼,21.8,18.6,73.0,10.0,34.0
2019-05-7,基隆市,彭佳嶼,19.3,17.1,74.0,11.0,5.0
2019-05-8,基隆市,彭佳嶼,20.7,19.4,88.0,7.9,8.0
2019-05-9,基隆市,彭佳嶼,20.9,19.1,87.0,6.0,16.0
2019-05-10,基隆市,彭佳嶼,21.7,18.9,77.0,6.1,1.0
2019-05-11,基隆市,彭佳嶼,23.3,21.8,75.0,6.1,0.0
2019-05-12,基隆市,彭佳嶼,24.1,22.9,85.0,4.5,0.0
2019-05-13,基隆市,彭佳嶼,25.5,23.7,88.0,2.3,0.0
2019-05-14,基隆市,彭佳嶼,24.1,22.2,91.0,1.0,0.0
2019-05-15,基隆市,彭佳嶼,24.1,22.8,87.0,1.3,T
2019-05-16,基隆市,彭佳嶼,25.1,23.7,92.0,2.4,0.5
2019-05-17,基隆市,彭佳嶼,24.3,23.3,95.0,2.7,39.0
2019-05-18,基隆市,彭佳嶼,26.2,24.7,91.0,6.3,nan
2019-05-19,基隆市,彭佳嶼,26.2,24.7,90.0,3.9,33.5
2019-05-20,基隆市,彭佳嶼,23.4,20.7,86.0,8.3,10.5
2019-05-21,基隆市,彭佳嶼,21.8,19.6,60.0,5.7,0.0
2019-05-22,基隆市,彭佳嶼,23.0,19.3,59.0,4.4,0.0
2019-05-23,基隆市,彭佳嶼,22.2,19.2,78.0,4.8,6.0
2019-05-24,基隆市,彭佳嶼,24.5,23.2,76.0,8.6,0.0
2019-05-25,基隆市,彭佳嶼,24.7,23.5,78.0,8.6,0.0
2019-05-26,基隆市,彭佳嶼,25.5,24.0,83.0,10.2,0.0
2019-05-27,基隆市,彭佳嶼,26.1,24.7,86.0,6.7,0.0
2019-05-28,基隆市,彭佳嶼,23.0,20.4,84.0,7.9,0.0
2019-05-29,基隆市,彭佳嶼,21.8,20.6,69.0,5.6,0.0
2019-05-30,基隆市,彭佳嶼,24.9,21.9,82.0,5.2,0.0
2019-05-31,基隆市,彭佳嶼,25.7,24.0,84.0,4.1,0.0
2019-06-1,基隆市,彭佳嶼,24.8,23.9,90.0,4.5,1.5
2019-06-2,基隆市,彭佳嶼,25.4,24.4,92.0,7.0,39.2
2019-06-3,基隆市,彭佳嶼,25.3,23.3,93.0,7.7,26.0
2019-06-4,基隆市,彭佳嶼,26.1,24.6,89.0,5.7,7.8
2019-06-5,基隆市,彭佳嶼,27.6,25.5,90.0,3.3,0.0
2019-06-6,基隆市,彭佳嶼,27.7,25.8,87.0,5.7,5.6
2019-06-7,基隆市,彭佳嶼,27.9,26.0,86.0,5.4,0.0
2019-06-8,基隆市,彭佳嶼,27.6,25.7,85.0,6.0,0.0
2019-06-9,基隆市,彭佳嶼,27.9,25.8,80.0,10.7,0.0
2019-06-10,基隆市,彭佳嶼,25.6,24.1,91.0,9.2,43.5
2019-06-11,基隆市,彭佳嶼,23.5,21.6,90.0,6.3,51.5
2019-06-12,基隆市,彭佳嶼,23.8,21.5,80.0,5.3,5.5
2019-06-13,基隆市,彭佳嶼,23.1,21.1,94.0,5.0,45.0
2019-06-14,基隆市,彭佳嶼,23.3,22.1,86.0,7.7,41.0
2019-06-15,基隆市,彭佳嶼,24.3,22.6,69.0,5.1,0.0
2019-06-16,基隆市,彭佳嶼,25.3,23.2,78.0,7.8,0.0
2019-06-17,基隆市,彭佳嶼,26.3,25.0,90.0,4.0,0.0
2019-06-18,基隆市,彭佳嶼,27.1,24.8,86.0,4.8,0.0
2019-06-19,基隆市,彭佳嶼,28.1,25.4,85.0,8.1,0.0
2019-06-20,基隆市,彭佳嶼,28.6,25.6,85.0,6.4,0.0
2019-06-21,基隆市,彭佳嶼,28.4,25.8,82.0,8.0,0.0
2019-06-22,基隆市,彭佳嶼,26.7,24.6,86.0,8.6,13.0
2019-06-23,基隆市,彭佳嶼,24.6,22.7,91.0,7.5,39.5
2019-06-24,基隆市,彭佳嶼,23.7,22.5,89.0,6.3,27.0
2019-06-25,基隆市,彭佳嶼,26.3,24.2,87.0,5.2,5.0
2019-06-26,基隆市,彭佳嶼,26.9,25.0,86.0,3.7,11.9
2019-06-27,基隆市,彭佳嶼,27.7,24.8,86.0,3.6,0.0
2019-06-28,基隆市,彭佳嶼,28.9,26.1,84.0,3.9,0.0
2019-06-29,基隆市,彭佳嶼,29.1,27.4,88.0,6.1,0.0
2019-06-30,基隆市,彭佳嶼,29.1,27.1,86.0,5.7,0.0
2019-07-1,基隆市,彭佳嶼,29.0,27.5,87.0,7.4,0.0
2019-07-2,基隆市,彭佳嶼,28.0,25.5,87.0,8.8,4.5
2019-07-3,基隆市,彭佳嶼,27.6,25.4,89.0,2.6,8.0
2019-07-4,基隆市,彭佳嶼,28.6,26.2,83.0,4.1,0.0
2019-07-5,基隆市,彭佳嶼,28.6,26.1,79.0,13.8,0.0
2019-07-6,基隆市,彭佳嶼,28.0,26.4,82.0,11.9,0.5
2019-07-7,基隆市,彭佳嶼,28.9,26.8,82.0,9.9,0.0
2019-07-8,基隆市,彭佳嶼,28.6,26.9,85.0,4.2,0.0
2019-07-9,基隆市,彭佳嶼,28.6,26.3,83.0,5.0,0.0
2019-07-10,基隆市,彭佳嶼,29.2,26.5,83.0,4.0,0.0
2019-07-11,基隆市,彭佳嶼,27.8,24.9,88.0,2.7,21.0
2019-07-12,基隆市,彭佳嶼,28.5,26.5,86.0,4.4,0.0
2019-07-13,基隆市,彭佳嶼,29.1,26.4,81.0,8.1,0.0
2019-07-14,基隆市,彭佳嶼,29.0,26.9,84.0,10.1,0.0
2019-07-15,基隆市,彭佳嶼,29.0,26.6,84.0,3.9,0.0
2019-07-16,基隆市,彭佳嶼,28.8,27.3,85.0,4.7,0.0
2019-07-17,基隆市,彭佳嶼,28.8,27.3,87.0,9.2,0.2
2019-07-18,基隆市,彭佳嶼,28.2,26.3,87.0,8.5,2.1
2019-07-19,基隆市,彭佳嶼,28.9,26.4,85.0,5.7,0.1
2019-07-20,基隆市,彭佳嶼,29.2,27.7,83.0,4.8,0.0
2019-07-21,基隆市,彭佳嶼,28.5,26.6,85.0,3.1,0.6
2019-07-22,基隆市,彭佳嶼,28.4,25.4,81.0,6.7,0.3
2019-07-23,基隆市,彭佳嶼,29.0,27.0,79.0,4.6,0.0
2019-07-24,基隆市,彭佳嶼,29.2,26.9,80.0,4.0,0.0
2019-07-25,基隆市,彭佳嶼,29.4,27.2,82.0,5.0,0.0
2019-07-26,基隆市,彭佳嶼,29.4,27.2,82.0,5.3,0.0
2019-07-27,基隆市,彭佳嶼,29.5,27.7,82.0,6.0,0.0
2019-07-28,基隆市,彭佳嶼,29.3,27.9,79.0,7.8,0.0
2019-07-29,基隆市,彭佳嶼,29.4,28.0,82.0,9.9,0.0
2019-07-30,基隆市,彭佳嶼,29.2,28.0,82.0,8.5,0.0
2019-07-31,基隆市,彭佳嶼,29.0,27.8,83.0,7.0,0.0
2019-08-1,基隆市,彭佳嶼,29.0,27.4,82.0,7.4,0.0
2019-08-2,基隆市,彭佳嶼,29.0,27.3,77.0,5.4,0.0
2019-08-3,基隆市,彭佳嶼,29.1,26.6,77.0,4.4,0.0
2019-08-4,基隆市,彭佳嶼,29.1,27.6,84.0,6.5,0.5
2019-08-5,基隆市,彭佳嶼,29.3,27.5,82.0,6.1,0.0
2019-08-6,基隆市,彭佳嶼,29.3,27.8,75.0,5.8,0.0
2019-08-7,基隆市,彭佳嶼,29.1,26.7,83.0,8.0,5.2
2019-08-8,基隆市,彭佳嶼,28.8,25.7,85.0,10.7,11.3
2019-08-9,基隆市,彭佳嶼,27.3,25.7,87.0,20.6,58.8
2019-08-10,基隆市,彭佳嶼,29.7,27.7,81.0,13.5,0.0
2019-08-11,基隆市,彭佳嶼,29.6,27.5,82.0,13.2,0.0
2019-08-12,基隆市,彭佳嶼,28.7,26.4,84.0,8.1,3.1
2019-08-13,基隆市,彭佳嶼,29.0,27.1,83.0,7.9,0.0
2019-08-14,基隆市,彭佳嶼,29.2,27.3,85.0,9.2,0.0
2019-08-15,基隆市,彭佳嶼,29.3,26.7,80.0,7.1,0.5
2019-08-16,基隆市,彭佳嶼,28.7,27.0,80.0,8.6,0.0
2019-08-17,基隆市,彭佳嶼,29.3,27.6,80.0,11.5,0.0
2019-08-18,基隆市,彭佳嶼,27.7,24.7,86.0,7.9,17.4
2019-08-19,基隆市,彭佳嶼,26.6,23.8,87.0,3.9,24.5
2019-08-20,基隆市,彭佳嶼,27.5,25.9,84.0,4.1,0.0
2019-08-21,基隆市,彭佳嶼,27.7,26.4,87.0,3.5,0.0
2019-08-22,基隆市,彭佳嶼,28.1,26.5,89.0,5.6,0.0
2019-08-23,基隆市,彭佳嶼,28.1,26.8,89.0,6.8,3.0
2019-08-24,基隆市,彭佳嶼,28.1,25.8,86.0,11.7,0.0
2019-08-25,基隆市,彭佳嶼,27.8,26.3,86.0,11.1,0.0
2019-08-26,基隆市,彭佳嶼,28.3,27.0,88.0,6.5,0.0
2019-08-27,基隆市,彭佳嶼,27.9,26.4,87.0,6.5,0.0
2019-08-28,基隆市,彭佳嶼,28.0,26.9,89.0,8.3,0.0
2019-08-29,基隆市,彭佳嶼,28.5,27.1,88.0,6.8,0.0
2019-08-30,基隆市,彭佳嶼,28.3,25.4,87.0,2.9,0.0
2019-08-31,基隆市,彭佳嶼,27.6,25.1,87.0,5.5,0.3
2019-09-1,基隆市,彭佳嶼,27.6,26.1,88.0,7.5,0.0
2019-09-2,基隆市,彭佳嶼,28.1,26.9,87.0,6.2,0.0
2019-09-3,基隆市,彭佳嶼,27.6,25.2,85.0,6.5,5.0
2019-09-4,基隆市,彭佳嶼,26.3,24.8,87.0,6.9,1.5
2019-09-5,基隆市,彭佳嶼,26.2,23.5,87.0,7.5,8.1
2019-09-6,基隆市,彭佳嶼,27.6,25.0,82.0,8.3,1.5
2019-09-7,基隆市,彭佳嶼,28.0,25.8,85.0,3.5,0.0
2019-09-8,基隆市,彭佳嶼,27.2,24.4,83.0,3.6,1.1
2019-09-9,基隆市,彭佳嶼,27.9,26.0,80.0,4.9,0.0
2019-09-10,基隆市,彭佳嶼,28.3,27.1,82.0,6.1,0.0
2019-09-11,基隆市,彭佳嶼,28.5,27.1,83.0,5.7,0.2
2019-09-12,基隆市,彭佳嶼,28.1,26.7,85.0,6.1,0.0
2019-09-13,基隆市,彭佳嶼,28.0,26.5,81.0,5.0,0.0
2019-09-14,基隆市,彭佳嶼,27.9,26.1,79.0,5.3,0.1
2019-09-15,基隆市,彭佳嶼,27.2,25.4,82.0,6.2,2.7
2019-09-16,基隆市,彭佳嶼,26.5,24.7,79.0,7.9,4.7
2019-09-17,基隆市,彭佳嶼,26.6,24.9,76.0,8.2,0.6
2019-09-18,基隆市,彭佳嶼,26.2,24.4,71.0,8.7,2.5
2019-09-19,基隆市,彭佳嶼,25.8,24.9,69.0,11.5,0.0
2019-09-20,基隆市,彭佳嶼,25.1,23.9,71.0,16.0,0.0
2019-09-21,基隆市,彭佳嶼,23.9,22.3,79.0,15.5,13.7
2019-09-22,基隆市,彭佳嶼,25.4,24.0,64.0,7.6,0.0
2019-09-23,基隆市,彭佳嶼,24.7,23.6,69.0,6.8,0.0
2019-09-24,基隆市,彭佳嶼,24.9,23.6,62.0,6.7,0.0
2019-09-25,基隆市,彭佳嶼,24.9,23.1,62.0,5.5,0.0
2019-09-26,基隆市,彭佳嶼,25.2,24.2,76.0,8.7,0.0
2019-09-27,基隆市,彭佳嶼,25.4,24.6,84.0,8.1,0.0
2019-09-28,基隆市,彭佳嶼,25.9,25.2,90.0,8.3,2.0
2019-09-29,基隆市,彭佳嶼,26.4,25.7,90.0,9.1,3.0
2019-09-30,基隆市,彭佳嶼,25.2,23.0,88.0,15.5,34.0
2019-10-1,基隆市,彭佳嶼,25.4,22.8,85.0,17.6,1.0
2019-10-2,基隆市,彭佳嶼,26.3,24.1,85.0,4.9,0.0
2019-10-3,基隆市,彭佳嶼,26.5,25.0,85.0,4.4,0.0
2019-10-4,基隆市,彭佳嶼,26.6,24.6,81.0,5.3,0.0
2019-10-5,基隆市,彭佳嶼,26.9,25.8,76.0,6.3,0.0
2019-10-6,基隆市,彭佳嶼,25.9,23.8,78.0,7.4,4.4
2019-10-7,基隆市,彭佳嶼,25.8,24.6,78.0,6.2,0.0
2019-10-8,基隆市,彭佳嶼,25.7,24.5,74.0,8.0,0.9
2019-10-9,基隆市,彭佳嶼,25.0,23.6,73.0,7.1,0.0
2019-10-10,基隆市,彭佳嶼,24.3,22.9,67.0,4.2,0.0
2019-10-11,基隆市,彭佳嶼,24.5,22.6,74.0,3.9,0.0
2019-10-12,基隆市,彭佳嶼,25.2,23.7,76.0,5.2,0.0
2019-10-13,基隆市,彭佳嶼,24.9,23.6,70.0,6.1,0.0
2019-10-14,基隆市,彭佳嶼,24.6,22.9,64.0,9.0,0.0
2019-10-15,基隆市,彭佳嶼,23.4,22.2,63.0,10.9,0.0
2019-10-16,基隆市,彭佳嶼,23.4,21.9,71.0,8.0,0.0
2019-10-17,基隆市,彭佳嶼,23.6,22.5,65.0,8.0,0.0
2019-10-18,基隆市,彭佳嶼,23.4,21.8,68.0,7.7,1.2
2019-10-19,基隆市,彭佳嶼,22.8,21.8,73.0,8.6,0.5
2019-10-20,基隆市,彭佳嶼,22.8,21.8,68.0,8.5,0.0
2019-10-21,基隆市,彭佳嶼,23.0,21.6,63.0,6.3,0.0
2019-10-22,基隆市,彭佳嶼,23.7,21.4,62.0,4.4,0.0
2019-10-23,基隆市,彭佳嶼,23.6,22.5,68.0,4.6,0.0
2019-10-24,基隆市,彭佳嶼,23.5,22.2,68.0,6.4,0.0
2019-10-25,基隆市,彭佳嶼,23.4,21.6,66.0,5.3,0.0
2019-10-26,基隆市,彭佳嶼,23.4,21.8,64.0,6.6,0.0
2019-10-27,基隆市,彭佳嶼,22.0,20.8,83.0,7.8,0.5
2019-10-28,基隆市,彭佳嶼,23.5,21.8,83.0,6.0,0.0
2019-10-29,基隆市,彭佳嶼,21.3,19.7,85.0,9.0,0.5
2019-10-30,基隆市,彭佳嶼,22.7,21.5,72.0,9.5,0.0
2019-10-31,基隆市,彭佳嶼,22.8,20.7,82.0,10.0,0.0
2019-11-1,基隆市,彭佳嶼,23.6,22.7,71.0,8.9,0.0
2019-11-2,基隆市,彭佳嶼,23.8,23.1,69.0,8.3,0.0
2019-11-3,基隆市,彭佳嶼,23.8,22.7,73.0,8.0,0.0
2019-11-4,基隆市,彭佳嶼,22.9,22.2,68.0,9.2,0.0
2019-11-5,基隆市,彭佳嶼,22.5,21.6,63.0,10.8,0.0
2019-11-6,基隆市,彭佳嶼,22.8,21.5,60.0,7.0,0.0
2019-11-7,基隆市,彭佳嶼,23.0,19.6,67.0,8.7,0.8
2019-11-8,基隆市,彭佳嶼,21.7,19.8,65.0,9.5,0.3
2019-11-9,基隆市,彭佳嶼,20.7,19.4,58.0,7.5,0.0
2019-11-10,基隆市,彭佳嶼,20.9,16.9,60.0,3.5,0.0
2019-11-11,基隆市,彭佳嶼,21.7,16.2,57.0,4.6,0.0
2019-11-12,基隆市,彭佳嶼,22.4,20.9,60.0,5.4,0.0
2019-11-13,基隆市,彭佳嶼,23.1,21.0,70.0,5.4,0.0
2019-11-14,基隆市,彭佳嶼,20.6,19.6,63.0,9.7,0.0
2019-11-15,基隆市,彭佳嶼,21.1,19.0,61.0,6.7,0.0
2019-11-16,基隆市,彭佳嶼,22.7,21.3,70.0,5.6,0.0
2019-11-17,基隆市,彭佳嶼,23.3,21.4,79.0,3.2,0.0
2019-11-18,基隆市,彭佳嶼,20.9,18.8,84.0,8.6,0.1
2019-11-19,基隆市,彭佳嶼,18.7,17.7,67.0,11.9,0.0
2019-11-20,基隆市,彭佳嶼,19.8,18.5,65.0,12.0,0.0
2019-11-21,基隆市,彭佳嶼,20.9,19.5,84.0,10.0,28.5
2019-11-22,基隆市,彭佳嶼,22.2,21.0,91.0,10.0,4.2
2019-11-23,基隆市,彭佳嶼,22.3,21.3,94.0,4.3,0.4
2019-11-24,基隆市,彭佳嶼,22.3,20.6,89.0,5.0,0.0
2019-11-25,基隆市,彭佳嶼,20.8,19.2,77.0,11.4,1.0
2019-11-26,基隆市,彭佳嶼,20.0,18.9,73.0,10.2,0.0
2019-11-27,基隆市,彭佳嶼,19.8,18.5,79.0,8.9,1.3
2019-11-28,基隆市,彭佳嶼,17.7,16.1,76.0,11.0,0.0
2019-11-29,基隆市,彭佳嶼,18.9,16.9,71.0,9.2,0.3
2019-11-30,基隆市,彭佳嶼,21.2,18.3,78.0,9.0,6.7
2019-12-1,基隆市,彭佳嶼,20.8,17.7,82.0,5.4,0.2
2019-12-2,基隆市,彭佳嶼,15.5,14.4,70.0,12.5,0.0
2019-12-3,基隆市,彭佳嶼,16.1,14.0,58.0,8.7,0.0
2019-12-4,基隆市,彭佳嶼,17.3,16.3,59.0,9.7,0.0
2019-12-5,基隆市,彭佳嶼,15.8,14.5,81.0,11.0,41.5
2019-12-6,基隆市,彭佳嶼,15.1,13.2,87.0,13.3,48.0
2019-12-7,基隆市,彭佳嶼,15.4,12.9,66.0,10.6,1.6
2019-12-8,基隆市,彭佳嶼,17.0,15.0,53.0,7.4,0.0
2019-12-9,基隆市,彭佳嶼,18.7,17.0,60.0,6.7,0.0
2019-12-10,基隆市,彭佳嶼,20.1,19.1,80.0,7.3,0.0
2019-12-11,基隆市,彭佳嶼,19.7,18.1,70.0,8.5,0.0
2019-12-12,基隆市,彭佳嶼,18.1,16.9,62.0,9.3,0.0
2019-12-13,基隆市,彭佳嶼,19.9,18.5,72.0,6.6,0.0
2019-12-14,基隆市,彭佳嶼,19.9,19.3,71.0,8.1,0.0
2019-12-15,基隆市,彭佳嶼,20.7,19.3,73.0,7.3,0.0
2019-12-16,基隆市,彭佳嶼,20.9,19.3,80.0,5.9,0.0
2019-12-17,基隆市,彭佳嶼,21.2,18.4,78.0,4.9,0.0
2019-12-18,基隆市,彭佳嶼,19.1,18.0,88.0,9.0,1.0
2019-12-19,基隆市,彭佳嶼,17.4,15.7,92.0,8.8,3.6
2019-12-20,基隆市,彭佳嶼,17.9,15.7,86.0,10.0,9.3
2019-12-21,基隆市,彭佳嶼,20.1,18.1,92.0,5.5,1.5
2019-12-22,基隆市,彭佳嶼,18.2,17.2,90.0,5.4,0.0
2019-12-23,基隆市,彭佳嶼,19.0,17.3,83.0,5.4,0.0
2019-12-24,基隆市,彭佳嶼,19.1,17.9,89.0,4.5,0.0
2019-12-25,基隆市,彭佳嶼,20.1,15.7,83.0,3.3,0.0
2019-12-26,基隆市,彭佳嶼,18.5,15.6,85.0,6.3,0.0
2019-12-27,基隆市,彭佳嶼,15.1,14.0,66.0,9.5,0.0
2019-12-28,基隆市,彭佳嶼,18.1,16.1,69.0,8.7,0.0
2019-12-29,基隆市,彭佳嶼,19.1,18.2,91.0,7.2,30.5
2019-12-30,基隆市,彭佳嶼,18.7,16.6,96.0,7.0,25.5
2019-12-31,基隆市,彭佳嶼,14.7,13.5,81.0,11.5,2.5
